Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Australia,AUS,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664090282.691726,613282386.736893,646191066.854674,644291536.799322,706527972.519809,965233236.451711,1077822727.60048,1211306995.09982,1212114150.87612,824442592.361303,1023371439.92641,1203524652.34723,1314051733.94766,1249805388.6818,1410615342.68256,1687175360.79601,1796369725.27719,1689820167.45343,1865989121.80635,2118316624.84296,2196301156.83907,2336607022.16147,2400848354.44005,1927699080.4871,1965335304.38254,2035617647.39335,2321690668.31144,2330448639.86354,1942297195.14538,2381789910.05509,2176001377.90262,2482079648.5613,2518877124.82042,
Austria,AUT,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2243325417.53711,2986297544.09862,3567767446.00493,4165226367.31123,3883571611.50616,3688627276.91196,4476130944.08141,5015421887.46895,5777925492.18321,6538081847.65098,5556536343.47045,5797510242.73542,6533569355.90921,7760825846.94139,8506744627.24557,8962945639.39981,9997975336.21934,10498954871.3068,11460826826.8273,12117413788.5283,
Azerbaijan,AZE,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8336000,7514000,12702000,15718000,15844000,16104000,13967000,22559000,22394000,36543000,35708000,3598000,4743000,55376000,81028000,84788000,74563000,95365000,113861000,127119000,86814000,72838000,66296000,78995000,58438000,65155000,96287000,134796000,138759000,111256000,
Burundi,BDI,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3034002.78070004,5194988.4077575,14340191.2750005,16901708.969535,7736766.081,3620686.42149061,3157274.02119813,4175544.89490325,3090074.07360109,4173801.0073893,3257063.44799627,3528550.13083564,4504477.24025863,3435115.48429227,
Belgium,BEL,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2817593746.47276,3246258108.14718,3679791928.06637,3998183348.11583,4200066002.43253,5973327874.00041,6899477169.27238,7510252767.54463,7650619248.19621,9357154082.16308,9061999122.88767,10680038431.3201,11823125377.3903,10881028435.9377,11030943798.6861,12650184209,14230390004.1392,14884703724.1069,15159814878.2671,18316586130.7359,17910585419.3317,20779773792.8243,22075218745.1302,
Benin,BEN,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3357.41473950671,2507.77174538788,3305.60557155396,,3022.38300442802,360923.396659456,88075.6239682898,97966.8520675017,4644685.19626472,4451150.12549773,5614018.20077413,3758083.11206087,4183281.65281753,3746598.36486563,5627685.69329047,4238680.65120375,5214871.35689736,5403423.06887814,11817950.1651335,2337904.65820529,2343049.10968821,376360.7808,32969258.6302667,52223812.774954,50394830.2314642,76597952.646586,65919021.4112241,29956274.6482072,28502936.1360407,4538033.8760728,4217472.20561168,17083106.2351734,602843.95910002,9767821.53279245,15636116.4253204,14021610.715815,,
Burkina Faso,BFA,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385010.488937275,388572.057583759,2181208.63553735,13979819.3290966,27376525.719888,52868438.4545533,174120401.677179,81450364.7646444,73508539.4818236,49605339.5423723,42850978.9072968,47763637.8740519,50687932.2782188,58721069.3431332,56948920.9954962,56231101.080194,61459582.9930696,52999235.562631,94173835.7120099,,
Bangladesh,BGD,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28882994.480717,37384864.332497,29363257.9158093,47707316.1946738,24775377.3953744,13339690.9705456,36565461.4830983,74328974.0675346,63035013.4020516,37949366.0208876,90151377.0474736,89069774.4844399,137846290.921477,219814369.087056,313247646.866409,456293261.671747,410689940.903806,381456438.955676,431349776.417421,481790850.410536,623380901.278892,527794045.474725,587843450.249022,511501279.199494,405083022.250769,618499207.742805,721191040.310312,638213218.133134,715028938.086911,
Bulgaria,BGR,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25100000,27780000,29361797.660206,50351070.2549562,59349323.6524956,50294263.6184433,59544868.7802387,106590243.610108,172886113.024796,200700568.392875,283790610.770355,439589842.706012,371089561.321997,577870000,748800000,746330000,771260000,901220000,873650000,1087140000,1155380000,1466180000,1863920000,2018120000,2765170000,3179450000,3927900000,4386980000,
Bahrain,BHR,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632446808.510638,637500000,634308510.638297,666489361.702127,699734042.553191,740425531.914893,799468085.106383,626595744.680851,639627659.574468,647074468.085106,651861702.127659,585372340.425531,604521276.595744,760106382.978723,880851063.829787,890957446.80851,907712765.957446,991223404.255319,1409574468.0851,1334574468.0851,1406648936.17021,
"Bahamas, The",BHS,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17144064.1039275,28332973.0258492,35002343.9278189,44623762.3572718,58593673.0160388,89129392.3897688,101316374.882704,115957374.518798,121564325.627013,126374872.223628,142692704.765424,134007667.978431,126473579.401587,132669531.064755,131685665.070667,126217607.424438,128379895.922391,121460514.223834,136650583.029578,161937337.450145,202510959.590523,229752326.071375,319688217.520016,417422827.909491,424023939.104285,463978051.325762,508348767.536089,
Belarus,BLR,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400000,8100000,8800000,17800000,31500000,48600000,47700000,53000000,58500000,70200000,84700000,96600000,116700000,151000000,216600000,301800000,310600000,390300000,457500000,598400000,750300000,903600000,1004700000,1159600000,1456400000,1857100000,2412500000,2700200000,3238862750,,,,
Belize,BLZ,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7421500,8968500,10860000,7850000,5400000,7480000,6649382.5,5453242.42,4609540.265,5473183.5,5319262,7529596,8977932.5,12257135.09,11557921.3,15977982.05,13935915.44,12755322.11,12755322.11,10414930,10414930,8555419,26187623.61,21567411.95,20722707.51,29206236.45,46096800,76419500,91492500,105083300,115848330.9,
Bermuda,BMU,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117640000,108765088.905209,101250868.227404,98551110.4119692,82581972.5449681,78255463.3026216,84652963.6498544,80702164.6105381,64701977.2645762,70809219.968565,68837702.5558321,66722615.9305621,77845628.9798036,79073359.5455592,65251961.6117836,31228223.4671847,44252125.247818,40221343.1063935,,
Bolivia,BOL,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64200000,51400000,39700000,34500000,31000000,23680000,26130000,32496000,35880000,42088000,55880000,60580000,63560000,63533000,82950000,90842484.4455795,100449422.377532,88750763.723017,80190565.7724649,68870413.3107067,71634100.2149847,85529357.1398237,43855777.0475784,49436385.9187934,53937322.8122005,52191486.35,49929419.9917445,49957251.4125287,
Brazil,BRA,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42000000,,79000000,231000000,24502000,159104000,19951000,35031000,260731000,167293000,468522000,285660000,319362000,291148000,419438000,640648000,537906100,611184383.7,523449062.3,731699235.3,707884610.1,1446455332,1571479659,1803756100,2186198176,2617476710,2573792242,2551741788,3300527152,4674367954,5783150864,6176660177,
Barbados,BRB,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,1655720,3490960,3520000,3916000,5324000,7568000,6732000,6864000,8418000,9250000,14503000,13496000,11308000,12230000,20056000,21300000,39888000,43794000,47810000,49030000,47228000,41824000,41814000,43322000,44792000,46342000,49146272.32,54690977.72,44300000,18752066.09,22650555.17,32239481.93,33091948.45,13969176.43,17750962.13,15592725.26,12958419.52,11432311.6,9513356.06,3438207.61,,,,,,,,
Brunei Darussalam,BRN,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636762.44302454,2966927.70871198,3621937.71520901,6939355.22705803,9592580.94952351,13099240.3733758,18343478.4994864,20965661.5859952,21692769.2978813,,,,,,80704.8012938115,15981.4468450598,28422.1662359842,1000185.39701577,924154.88685189,7332890.36706634,7691801.50567896,5802395.14781486,34319062.4355903,14779729.5845336,
Bhutan,BTN,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1066158.84425699,981072.188329079,1111620.01782924,867615.670058912,634796.2814,538287.99104725,1205674.99936872,583591.287005405,432215.089722803,396630.268203635,922352.782191169,411605.051518395,1246455.25332297,2373909.20345089,1777274.18663755,1575349.68927402,1192957.9114191,896512.729272715,1288128.10859658,
Botswana,BWA,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53749.9792838622,49466.8300171319,236997.712972069,247619.244142257,2421176.27820879,2813643.042,,36430.7373161229,525097.731123458,627109.025769369,385320.831203278,2545272.97887213,5630400.28445942,4731227.69210047,3544224.69197173,9850784.18918258,7824640.241,15234934.8510486,15626017.9575774,24593296.85,21622236.4951949,11912980.0277463,7147247.79788129,18176972.7544647,26413918.5457062,11480208.5738601,11878826.1395296,18816880.2220324,24465781.8570309,17784678.0372271,22527750.3017195,14372645.7489985,24310537.577915,29875710.2843272,35334750.9551263,
Central African Republic,CAF,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,196800722.176783,239073237.865616,297101984.786622,358458286.681926,355245971.541701,741803143.865529,957013325.472931,1145021557.28318,1322842000,1426927179.3162,1520113218.06811,1487210981.32233,1625855904.70801,1727467136.68532,1927791054.31601,2070092564.5928,2527848912.19423,2860790490.41974,3555326072.22649,3963471080.3162,4093072051.12687,4066324461.93422,4876344939.37883,4575014121.57505,5335722680.55292,6131297456.61518,6591065079.78292,7757528712.92086,7521598353.19967,8419206395.05543,10019774064.4235,10420741982.7395,8950038822.77419,8349489858.42484,7310927290.48709,7178169057.36051,8049896554.98303,10539941061.7253,13458904779.6077,14343877819.6443,19918136337.6144,21309133995.2388,24677827300.9343,24441403401.4101,
Central Europe and the Baltics,CEB,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978009076.365628,1218108799.80227,889571774.523932,1045615591.14204,1175677177.47249,1244318889.47595,1323989418.35498,1622910320.04755,1733723519.80426,2070880107.56863,2499115411.67939,3783018324.3153,5036091508.19218,6426212368.44767,9618581122.92237,9035873121.00211,9664184975.92044,11613024876.7693,12485935813.0073,14442624937.4689,16527657723.5455,16005310200.3355,19293011093.8362,23302500602.1941,28092144746.6764,30332418618.9714,33449832916.7095,40816434558.916,46935702581.2243,54588477898.0345,60306469283.7486,
Switzerland,CHE,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,128977231.393883,142615455.660274,156369814.697763,122336325.489272,147639674.400585,162539557.5,169593127.423729,176619544.515208,215699242.000305,340204752.892037,424492715.557468,401148089.933711,345737121.200544,423637814.264032,405511422.079393,481290837.956647,454312688.225408,465674850.158204,525933375.288855,515853431.60654,488523319.409155,622769838.578699,842575248.194351,4703596870.8606,4617972529.71344,5147764200.46147,5767871805.67731,6949878129.97248,7046961272.13433,7083366267.46967,7531029555.36938,8634167765.15297,9197869097.63162,10158075517.9916,11540420324.6095,12330838491.3606,13422731399.4475,15555257589.4864,15159223477.1973,15301989156.9388,14897739426.5731,14389858860.0401,12907380896.9365,13078472617.1936,14127779608.2525,17559025419.1175,21326793932.9653,23727779614.4428,
Channel Islands,CHI,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,1000000,1000000,1000000,,4000000,4000000,5000000,9000000,13000000,13000000,1000000,26800000,43700000,4600000,2100000,17400000,31200000,35300000,52700000,76900000,179000000,219699999.999999,217900000,228799999.999999,212899999.999999,240699999.999999,167555856.866014,224699000,239723700.831743,266399208.647846,233714549.664657,221644988.70972,234246828.196369,303479743.56907,255242155.975526,286135584.187959,339874690.690348,396182481.843843,352629578.011449,342669388.91258,316877638.2,344413567.203983,346544543.472799,374911761.820047,382946372.909108,379690903.233987,496299255.667578,513100658.8,601371092.9,677077571.1,
China,CHN,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,,27000000,22000000,32000000,13000000,15000000,12000000,24000000,118000000,159000000,221000000,349000000,471000000,706000000,755730000,315000000,356000000,953000000,855000000,1701397000,732000000,1188274443.8685,1740585697.1592,2188203137.72017,2325415190.2004,3695581718.35135,5519303661.73875,7821725693.62919,7709972564,10476412987,13908433591,16246869227,17098439900,20172914776,24548939491,25432487660,26860401824,30023209195,34947506467,38983783527,50717900561,55893716413,57967257522,65033312106,
Cote d'Ivoire,CIV,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90947822.5419171,92832352.9492471,102817119.020899,112878723.566515,108118361.894485,104614404.15783,94169540.0059421,86700339.962606,91769022.8515006,93093949.6363683,79710043.2227681,98032533.8190084,141869753.616866,162605321.601036,154647613.650686,118409116,125777586.597596,82622314.2096484,100992507.429267,119958050.778677,
Cameroon,CMR,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,490895.472052643,,3021673.26555604,470207.202260228,7345790.1590088,2233195.9279556,2191227.67821032,2436762.65846404,2521592.5062496,2404094.52926384,16987506.0418941,9902866.71492566,5537910.28494842,2659741.48484389,8467238.04080055,4024043.25835694,25469025.7085538,21640033.9674344,53466653.7846267,56222911.0052049,42430920.1993064,45228739.9828666,98641246.4417447,60747181.6148724,41999274.4189025,96600812.2157387,95942399.125438,105091070.114944,107267268.342882,95862446.8923601,119610646.869979,132133329.409653,143952321.48032,139417338.553095,149516051.479356,57768430.7018239,70478046.8639412,189864738.104039,189161798.410076,
"Congo, Dem. Rep.",COD,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28500000,57500000,62300000,101400000,92500000,67400000,74400000,44523065.4083705,17376123.283376,10899067.5812208,8061125.56158891,5795559.05171058,6567829.13197229,3484392.53202452,2120205.87507107,3819428.05380029,4064631.8826712,1936877.11785602,1685897.77397904,4069064.79308695,
"Congo, Rep.",COG,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142242.259648111,455476.283977139,349512.942879729,1066188.8430818,381819.944372826,913816.8269,2895967.61365876,3753712.48599599,5345772.9937881,9481584.28526808,,,10379544.5415226,21544841.0478412,23132366.8587699,15830822.2185296,76751417.4599885,24943378.5085427,22866994.5360778,8787717.64481091,3066583.4356568,15384599.416984,,,7089813.82249802,3858676.1710565,13111988.7994761,,,,
Colombia,COL,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257462970,257758800,247415030,235999230,167213490,157733490,176023761.596679,179551099.639892,147595371.063232,137022804.80957,181918448.608398,215332459.28955,241623560.302734,363490734.008789,459229936.523439,498661981.445312,466820066.894531,547330875.976562,629871498.535156,635805339.355469,600856204.101563,516592090.332032,507097099.121093,544235398.925781,577598817.382813,527338427.734375,534428741.210938,658266051.53218,1604784789.33551,1764844605.8725,2063575843.83807,
Comoros,COM,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6171206.32917324,6695262.7166372,10304878.4395359,10920852.771106,14256134.4996501,11927353.1520549,14770920.2848535,15770056.221504,17928257.4114193,15566757.7897102,,21661599.4231432,18271846.2164761,17612575.583775,18419786.7321643,20218604.3259425,17249428.9838613,17951525.5633869,7428432.6241069,11847573.7730009,13602459.7858177,,
Cabo Verde,CPV,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,3214894.37551029,2550664.30776702,2168558.04569018,5030748.14130817,4403967.79087408,2705182.85100298,3715313.21477146,7091636.22302048,9844075.29493407,4813088.03492209,3400958.75219117,4733772.45645726,5601486.30888155,10883463.1666477,10903721.0903256,12776399.000995,14620157.7472931,17163242.5920235,18800717.3607483,22740254.8239049,25905568.0624033,30819909.0888122,27818767.7642898,23250825.8506002,28559561.9080872,24108863.7009535,27574299.4043915,52407751.8563444,23845238.4699505,28659322.5647545,14579669.0467656,13010155.8737914,9742652.78533191,8469371.02842575,8962604.73877355,10178918.3999138,10762408.9003578,12150659.1725855,
Costa Rica,CRI,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57300000,76450000,79960000,87650000,140288000,141131448.758483,167776656.599904,128615156.190127,129135927.125314,180371002.496032,218157741.464289,267974633.244692,288743244.269338,301997378.309354,350466877.742153,538123299.972831,653246575.787481,691596852.894252,723417414.483798,849129591.486417,1001667422.27906,1094729526.60857,1163435922.18225,1149879880.59366,1239166298.07786,1364874591.45383,1510976368.72098,1967821721.46973,2170457448.23814,2428600756.80978,
Caribbean small states,CSS,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118842592.592592,155225055.555555,173332870.37037,224838904.717397,229390567.904881,242912262.922427,281763259.259259,197742978.166025,180697763.732913,160935241.228288,163614772.829929,173715814.390877,188266626.744247,170519477.762601,158581257.482447,161560555.938437,170942601.595145,170824702.752168,160564622.319285,184733140.768137,100693417.623691,105209884.789333,98626864.7355121,109243767.605341,97725790.4157974,82964114.5347935,91483910.9390023,100411341.768329,178138718.385625,193458459.337048,222050206.126424,203496867.702828,
Cuba,CUB,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21944134.0782123,29150837.9888268,26681564.2458101,33134078.2122905,26491620.1117318,25379888.2681564,27470976.1675978,22574062.424581,37601870.8603352,29823334.1843575,30731126.5418994,33423869.3854749,54890538.7597765,,
Cayman Islands,CYM,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9312043.51532487,18105418.142977,16625621.2826419,16146682.9560416,17147232.4078337,25120921.9597002,21591549.7971539,19546903.8460476,18131878.5856461,
Cyprus,CYP,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,1461647.49530134,980100.103209533,2141828.77858519,3103453.35858553,5098403.62711275,9254189.25037846,6100307.19469675,5506599.866,7478085.89299879,7672814.0209066,10228834.795794,9769348.11599681,10929457.495304,11321710.2723797,10915125.9814744,17225471.7356923,20909864.5808211,15279294.4450717,14628467.4039143,13262008.2880183,13081391.4525973,26269838.5929226,69135247.7595819,84722701.2175665,82421671.9,114724622.401013,126069605.009399,138248828.091892,281952911.279318,260899851.078188,288390980.508865,386717579.823739,945451548.910609,892755854.853006,696129543.541872,719909362.540855,938320752.93467,1392778188.06339,,,,2261072627.64037,2396518564.17296,3069062219.78018,4292923370.39009,6373093198.73331,7890691605.83302,8966576521.97316,9524905201.34353,
